연번,위원회,등록일,분류기호,분류내용,공표순,년도,지침번호,명칭
548,산업안전일반,2012-06-20,G,안전·보건 일반지침,46,2012,G-46-2012,제과?제빵 사업장의 안전보건에 관한 기술지침
549,산업안전일반,2012-06-20,G,안전·보건 일반지침,47,2012,G-47-2012,촬영작업 안전에 관한 기술지침
550,산업안전일반,2017-12-18,G,안전·보건 일반지침,52,2017,G-52-2017,유체이송용 배관장치 시공안전에 관한 기술지침
551,산업안전일반,2013-08-30,G,안전·보건 일반지침,53,2013,G-53-2013,공연 및 체육행사 개최 시 안전에 관한 지침
552,산업보건일반,2012-06-20,G,안전·보건 일반지침,54,2012,G-54-2012,모니터 작업의 안전에 관한 기술지침
553,산업안전일반,2012-06-20,G,안전·보건 일반지침,55,2012,G-55-2012,차량 경정비 작업안전에 관한 기술지침
554,산업안전일반,2012-06-20,G,안전·보건 일반지침,58,2012,G-58-2012,오토바이 배달작업 시 안전에 관한 기술지침
555,산업안전일반,2012-06-20,G,안전·보건 일반지침,59,2012,G-59-2012,학교 급식실 근로자의 안전보건에 관한 기술지침
556,산업안전일반,2012-06-20,G,안전·보건 일반지침,60,2012,G-60-2012,건물 관리 작업 시 안전보건에 관한 기술지침
557,산업안전일반,2012-06-20,G,안전·보건 일반지침,61,2012,G-61-2012,공동주택 경비근로자의 관리업무 보조작업 시 안전에 관한 기술지침
558,산업안전일반,2011-12-26,G,안전·보건 일반지침,62,2011,G-62-2011,사업장의 일반안전규칙(General Safety Rules)에 관한 지침
559,기계안전,2011-12-26,G,안전·보건 일반지침,63,2011,G-63-2011,기계톱을 이용한 벌목작업에 관한 기술지침
560,산업안전일반,2011-12-26,G,안전·보건 일반지침,64,2011,G-64-2011,벌목작업 현장의 응급처치에 관한 지침
561,산업안전일반,2011-12-26,G,안전·보건 일반지침,65,2011,G-65-2011,장애인 근로자의 안전작업에 관한 지침
562,산업안전일반,2011-12-26,G,안전·보건 일반지침,66,2011,G-66-2011,외국인 근로자의 안전작업에 관한 지침
563,산업안전일반,2011-12-26,G,안전·보건 일반지침,67,2011,G-67-2011,건물 외벽 청소 작업에 관한 기술지침
564,산업안전일반,2011-12-26,G,안전·보건 일반지침,68,2011,G-68-2011,조리작업장 내 조리도구 사용에 관한 안전지침
565,기계안전,2011-12-26,G,안전·보건 일반지침,69,2011,G-69-2011,예초기 작업에 관한 기술지침
566,산업안전일반,2011-12-26,G,안전·보건 일반지침,70,2011,G-70-2011,동물원 근로자의 안전작업에 관한 지침
567,산업안전일반,2011-12-26,G,안전·보건 일반지침,71,2011,G-71-2011,안전보건 벤치마킹에 관한 기술지침
568,산업안전일반,2011-12-26,G,안전·보건 일반지침,72,2011,G-72-2011,근로자 안전보건 상담에 관한 기술지침
569,산업안전일반,2011-12-26,G,안전·보건 일반지침,73,2011,G-73-2011,소 사육장 내에서의 안전지침
570,산업안전일반,2011-12-26,G,안전·보건 일반지침,74,2011,G-74-2011,작업장 내‘약자 괴롭힘(Bullying)’방지를 위한 지침
571,산업안전일반,2011-12-29,G,안전·보건 일반지침,76,2011,G-76-2011,공기재킷의 제작?사용에 관한 기술지침
572,화학안전,2013-07-19,G,안전·보건 일반지침,77,2013,G-77-2013,물반응성 물질의 취급 저장에 관한 기술지침
573,산업안전일반,2021-12-01,G,안전·보건 일반지침,78,2021,G-78-2021,유해·위험물 탱크로리의 검사 및 입·출하 등에 관한 기술지침
574,산업안전일반,2018-11-05,G,안전·보건 일반지침,82,2018,G-82-2018,실험실 안전보건에 관한 기술지침
575,산업안전일반,2016-06-30,G,안전·보건 일반지침,83,2016,G-83-2016,"산업재해 기록,분류에 관한 지침"
576,리스크관리,2012-06-20,G,안전·보건 일반지침,84,2012,G-84-2012,기계?기구 제조업 등의 위험성 평가 지침
577,산업안전일반,2015-12-07,G,안전·보건 일반지침,85,2015,G-85-2015,작업장의 통로 및 계단 설치에 관한 기술지침
578,산업안전일반,2012-11-29,G,안전·보건 일반지침,87,2012,G-87-2012,고령근로자의 작업에 관한 안전지침
579,산업안전일반,2012-11-29,G,안전·보건 일반지침,88,2012,G-88-2012,도로변 수목 관리 작업의 안전보건에 관한 기술지침
580,산업안전일반,2012-11-29,G,안전·보건 일반지침,89,2012,G-89-2012,숙박시설 객실청소 작업의 안전보건에 관한 기술지침
581,산업안전일반,2015-06-18,G,안전·보건 일반지침,90,2015,G-90-2015,운반구에 관한 안전지침
582,산업안전일반,2012-11-29,G,안전·보건 일반지침,91,2012,G-91-2012,장애인 및 환자 이송용 호이스트 이용에 관한 안전지침
583,산업안전일반,2012-11-29,G,안전·보건 일반지침,92,2012,G-92-2012,포대 취급 시 안전에 관한 기술지침
584,산업안전일반,2012-11-29,G,안전·보건 일반지침,93,2012,G-93-2012,고령근로자의 안전보건교육에 관한 기술지침
585,산업안전일반,2012-11-29,G,안전·보건 일반지침,94,2012,G-94-2012,산업재해 예방을 위한 작업능력 증진에 관한 기술지침
586,산업안전일반,2012-11-29,G,안전·보건 일반지침,95,2012,G-95-2012,산업현장의 안전디자인 적용에 관한 기술지침
587,산업안전일반,2012-11-29,G,안전·보건 일반지침,96,2012,G-96-2012,인적오류 예방에 관한 인간공학적 안전보건관리 지침
588,산업안전일반,2012-12-27,G,안전·보건 일반지침,97,2012,G-97-2012,급식실 시설에 관한 안전지침
589,산업안전일반,2013-08-30,G,안전·보건 일반지침,98,2013,G-98-2013,연소 근로자의 안전보건 교육훈련에 관한 기술지침
590,산업안전일반,2013-08-30,G,안전·보건 일반지침,99,2013,G-99-2013,근로자 회합 시 근로자 안전에 관한 기술지침
591,산업안전일반,2013-08-30,G,안전·보건 일반지침,100,2013,G-100-2013,지게차 운전자의 안전교육훈련에 관한 기술지침
592,산업안전일반,2013-08-30,G,안전·보건 일반지침,101,2013,G-101-2013,운송용 차량에서의 작업 시 떨어짐 사고를 방지하기 위한 기술지침
593,산업안전일반,2013-11-30,G,안전·보건 일반지침,102,2013,G-102-2013,농장의 안전 경영에 관한 기술지침
594,산업안전일반,2013-11-30,G,안전·보건 일반지침,103,2013,G-103-2013,인쇄물 묶음 취급 시 안전에 관한 기술지침
595,산업안전일반,2020-12-15,G,안전·보건 일반지침,104,2020,G-104-2020,화재 및 화학물질 누출사고 대응을 위한 비상조치계획에 관한 지침
596,산업안전일반,2013-11-30,G,안전·보건 일반지침,105,2013,G-105-2013,작업차량 선정과 유지관리에 관한 기술지침
597,산업안전일반,2013-11-30,G,안전·보건 일반지침,106,2013,G-106-2013,실리카 분진이 발생되는 작업 시의 안전보건에 관한 기술지침
598,산업안전일반,2013-11-30,G,안전·보건 일반지침,107,2013,G-107-2013,안전보건 리더십에 관한 지침
599,산업안전일반,2014-11-27,G,안전·보건 일반지침,108,2014,G-108-2014,경운기 사용 시 안전작업에 관한 기술지침
600,산업안전일반,2014-11-27,G,안전·보건 일반지침,109,2014,G-109-2014,창고 작업 시 안전에 관한 기술지침
601,산업안전일반,2014-11-27,G,안전·보건 일반지침,110,2014,G-110-2014,폐지 선별 및 압축 시 안전에 관한 기술지침
602,산업보건일반,2014-11-27,G,안전·보건 일반지침,111,2014,G-111-2014,농업용 기계작업 시 전신진동의 위험성 저감에 관한 안전기술지침
603,산업안전일반,2014-11-27,G,안전·보건 일반지침,112,2014,G-112-2014,수목 등주 작업 시 안전에 관한 기술지침
604,산업안전일반,2014-11-27,G,안전·보건 일반지침,114,2014,G-114-2014,"폴리우레탄, 스티로폼 등 보온재 주변의 용접 및 금속절단 작업에 관한 기술지침"
605,산업보건일반,2014-11-27,G,안전·보건 일반지침,115,2014,G-115-2014,국소배기장치 사용 시 안전 기술지침
606,산업안전일반,2014-11-27,G,안전·보건 일반지침,116,2014,G-116-2014,도크 내 선박건조작업 시 안전보건에 관한 기술지침
607,산업안전일반,2014-11-27,G,안전·보건 일반지침,117,2014,G-117-2014,선박내부에서 도장작업 시 안전에 관한 기술지침
608,산업안전일반,2015-12-07,G,안전·보건 일반지침,118,2015,G-118-2015,수영장 안전에 관한 기술지침
609,산업안전일반,2015-12-07,G,안전·보건 일반지침,119,2015,G-119-2015,인력운반작업에 관한 안전가이드
610,산업안전일반,2015-12-07,G,안전·보건 일반지침,120,2015,G-120-2015,인적에러 방지를 위한 안전가이드
611,산업안전일반,2015-12-07,G,안전·보건 일반지침,121,2015,G-121-2015,조도계 사용에 관한 기술지침
612,산업위생,2016-06-30,G,안전·보건 일반지침,122,2016,G-122-2016,"잠수용 기압조절실 점검,관리 기술지침"
613,산업위생,2016-06-30,G,안전·보건 일반지침,123,2016,G-123-2016,"잠수용 비상기체통 점검,관리 기술지침"
614,산업위생,2016-06-30,G,안전·보건 일반지침,124,2016,G-124-2016,"잠수용 생명줄 점검,관리 기술지침"
615,산업안전일반,2017-12-18,G,안전·보건 일반지침,125,2017,G-125-2017,사업장 지진대비 비상대응 및 조치에 관한 지침
616,산업안전일반,2018-11-05,G,안전·보건 일반지침,126,2018,G-126-2018,화약공장 안전에 관한 기술지침
617,산업보건일반,2020-12-03,G,안전·보건 일반지침,127,2020,G-127-2020,공기잠수 기록에 관한 지침
618,산업보건일반,2020-12-03,G,안전·보건 일반지침,128,2020,G-128-2020,잠수용 기압조절실을 이용한 감압병 응급조치에 관한 지침
619,산업보건일반,2018-12-14,G,안전·보건 일반지침,129,2018,G-129-2018,잠수용 호흡기체의 질 및 분압 관리에 관한 지침
620,산업안전일반,2020-12-15,G,안전·보건 일반지침,130,2020,G-130-2020,이동식 사다리의 제작과 사용에 관한 기술지침
621,산업안전일반,2020-12-15,G,안전·보건 일반지침,131,2020,G-131-2020,생활폐기물 수거 및 처리작업의 안전보건에 관한 기술지침
622,산업안전일반,2023-08-24,G,안전·보건 일반지침,132,2023,G-132-2023,벨트 슬링 사용·점검 등에 관한 기술지침
623,산업안전일반,2020-12-15,G,안전·보건 일반지침,133,2020,G-133-2020,와이어로프 슬링 사용·점검 등에 관한 기술지침
624,산업안전일반,2023-08-24,G,안전·보건 일반지침,134,2023,G-134-2023,체인 슬링 사용·점검 등에 관한 기술지침
625,산업안전일반,2021-12-01,G,안전·보건 일반지침,135,2021,G-135-2021,스마트팩토리 안전시스템 평가에 관한 기술지침
626,산업안전일반,2021-12-01,G,안전·보건 일반지침,136,2021,G-136-2021,잠수기어업 표면공급식 잠수작업에 관한 안전지침
627,산업의학,2010-08-31,H,건강진단 및 관리지침,2,2010,H-2-2010,비특이 기도과민검사 실시지침
628,산업의학,2010-08-31,H,건강진단 및 관리지침,3,2010,H-3-2010,작업 중 최대호기유속 연속측정 실시지침
629,산업보건일반,2021-12-01,H,건강진단 및 관리지침,4,2021,H-4-2021,일반건강진단결과에 따른 사후관리 지침
630,산업의학,2021-10-01,H,건강진단 및 관리지침,5,2021,H-5-2021,인플루엔자 대유행시 직장내 관리지침
631,산업의학,2020-12-24,H,건강진단 및 관리지침,6,2020,H-6-2020,안티몬 노출 근로자의 건강관리지침
632,산업의학,2012-06-20,H,건강진단 및 관리지침,7,2012,H-7-2012,청력보존프로그램의 효과 평가지침
633,산업의학,2023-08-24,H,건강진단 및 관리지침,8,2023,H-8-2023,톨루엔의 생물학적노출지표물질 분석에 관한 기술지침
634,산업보건일반,2022-12-31,H,건강진단 및 관리지침,9,2022,H-9-2022,근골격계부담작업 유해요인조사 지침
635,산업보건일반,2012-06-20,H,건강진단 및 관리지침,10,2012,H-10-2012,환경미화원의 근골격계질환 예방 지침
636,산업보건일반,2012-06-20,H,건강진단 및 관리지침,11,2012,H-11-2012,요양보호사의 근골격계질환 예방 지침
637,산업의학,2021-10-01,H,건강진단 및 관리지침,12,2021,H-12-2021,콜타르의 생물학적 노출지표물질 분석에 관한 지침
638,산업의학,2020-12-24,H,건강진단 및 관리지침,13,2020,H-13-2020,클로로벤젠의 생물학적 노출지표물질 분석에 관한 지침
639,산업의학,2021-10-01,H,건강진단 및 관리지침,14,2021,H-14-2021,디메틸포름아미드의 생물학적 노출지표물질 분석에 관한 지침
640,산업의학,2021-10-01,H,건강진단 및 관리지침,15,2021,H-15-2021,수은의 생물학적 노출지표물질 분석에 관한 지침
641,산업의학,2021-10-01,H,건강진단 및 관리지침,16,2021,H-16-2021,불화수소의 생물학적 노출지표물질 분석에 관한 지침
642,산업의학,2021-10-01,H,건강진단 및 관리지침,17,2021,H-17-2021,카드뮴의 생물학적 노출지표물질 분석에 관한 지침
643,산업의학,2021-10-01,H,건강진단 및 관리지침,18,2021,H-18-2021,펜타클로로페놀의 생물학적 노출지표물질 분석에 관한 지침
644,산업의학,2023-08-24,H,건강진단 및 관리지침,19,2023,H-19-2023,벤젠의 생물학적 노출지표물질 분석에 관한 지침 
645,산업의학,2023-08-24,H,건강진단 및 관리지침,20,2023,H-20-2023,트리클로로에틸렌의 생물학적 노출지표물질 분석에 관한 지침
646,산업의학,2021-10-01,H,건강진단 및 관리지침,21,2021,H-21-2021,납의 생물학적 노출지표물질 분석에 관한 지침
647,산업보건일반,2019-10-01,H,건강진단 및 관리지침,22,2019,H-22-2019,교대작업자의 보건관리지침
648,산업보건일반,2011-12-26,H,건강진단 및 관리지침,23,2011,H-23-2011,유통업 근로자의 근골격계질환 예방 지침
